url,label
/Users/rob/Downloads/train/cat.0.jpg,False
/Users/rob/Downloads/train/cat.1.jpg,False
/Users/rob/Downloads/train/cat.10.jpg,False
/Users/rob/Downloads/train/cat.100.jpg,False
/Users/rob/Downloads/train/cat.1000.jpg,False
/Users/rob/Downloads/train/cat.10000.jpg,False
/Users/rob/Downloads/train/cat.10001.jpg,False
/Users/rob/Downloads/train/cat.10002.jpg,False
/Users/rob/Downloads/train/cat.10003.jpg,False
/Users/rob/Downloads/train/cat.10004.jpg,False
/Users/rob/Downloads/train/cat.10005.jpg,False
/Users/rob/Downloads/train/cat.10006.jpg,False
/Users/rob/Downloads/train/cat.10007.jpg,False
/Users/rob/Downloads/train/cat.10008.jpg,False
/Users/rob/Downloads/train/cat.10009.jpg,False
/Users/rob/Downloads/train/cat.1001.jpg,False
/Users/rob/Downloads/train/cat.10010.jpg,False
/Users/rob/Downloads/train/cat.10011.jpg,False
/Users/rob/Downloads/train/cat.10012.jpg,False
/Users/rob/Downloads/train/cat.10013.jpg,False
/Users/rob/Downloads/train/cat.10014.jpg,False
/Users/rob/Downloads/train/cat.10015.jpg,False
/Users/rob/Downloads/train/cat.10016.jpg,False
/Users/rob/Downloads/train/cat.10017.jpg,False
/Users/rob/Downloads/train/cat.10018.jpg,False
/Users/rob/Downloads/train/cat.10019.jpg,False
/Users/rob/Downloads/train/cat.1002.jpg,False
/Users/rob/Downloads/train/cat.10020.jpg,False
/Users/rob/Downloads/train/cat.10021.jpg,False
/Users/rob/Downloads/train/cat.10022.jpg,False
/Users/rob/Downloads/train/cat.10023.jpg,False
/Users/rob/Downloads/train/cat.10024.jpg,False
/Users/rob/Downloads/train/cat.10025.jpg,False
/Users/rob/Downloads/train/cat.10026.jpg,False
/Users/rob/Downloads/train/cat.10027.jpg,False
/Users/rob/Downloads/train/cat.10028.jpg,False
/Users/rob/Downloads/train/cat.10029.jpg,False
/Users/rob/Downloads/train/cat.1003.jpg,False
/Users/rob/Downloads/train/cat.10030.jpg,False
/Users/rob/Downloads/train/cat.10031.jpg,False
/Users/rob/Downloads/train/cat.10032.jpg,False
/Users/rob/Downloads/train/cat.10033.jpg,False
/Users/rob/Downloads/train/cat.10034.jpg,False
/Users/rob/Downloads/train/cat.10035.jpg,False
/Users/rob/Downloads/train/cat.10036.jpg,False
/Users/rob/Downloads/train/cat.10037.jpg,False
/Users/rob/Downloads/train/cat.10038.jpg,False
/Users/rob/Downloads/train/cat.10039.jpg,False
/Users/rob/Downloads/train/cat.1004.jpg,False
/Users/rob/Downloads/train/cat.10040.jpg,False
/Users/rob/Downloads/train/cat.10041.jpg,False
/Users/rob/Downloads/train/cat.10042.jpg,False
/Users/rob/Downloads/train/cat.10043.jpg,False
/Users/rob/Downloads/train/cat.10044.jpg,False
/Users/rob/Downloads/train/cat.10045.jpg,False
/Users/rob/Downloads/train/cat.10046.jpg,False
/Users/rob/Downloads/train/cat.10047.jpg,False
/Users/rob/Downloads/train/cat.10048.jpg,False
/Users/rob/Downloads/train/cat.10049.jpg,False
/Users/rob/Downloads/train/cat.1005.jpg,False
/Users/rob/Downloads/train/cat.10050.jpg,False
/Users/rob/Downloads/train/cat.10051.jpg,False
/Users/rob/Downloads/train/cat.10052.jpg,False
/Users/rob/Downloads/train/cat.10053.jpg,False
/Users/rob/Downloads/train/cat.10054.jpg,False
/Users/rob/Downloads/train/cat.10055.jpg,False
/Users/rob/Downloads/train/cat.10056.jpg,False
/Users/rob/Downloads/train/cat.10057.jpg,False
/Users/rob/Downloads/train/cat.10058.jpg,False
/Users/rob/Downloads/train/cat.10059.jpg,False
/Users/rob/Downloads/train/cat.1006.jpg,False
/Users/rob/Downloads/train/cat.10060.jpg,False
/Users/rob/Downloads/train/cat.10061.jpg,False
/Users/rob/Downloads/train/cat.10062.jpg,False
/Users/rob/Downloads/train/cat.10063.jpg,False
/Users/rob/Downloads/train/cat.10064.jpg,False
/Users/rob/Downloads/train/cat.10065.jpg,False
/Users/rob/Downloads/train/cat.10066.jpg,False
/Users/rob/Downloads/train/cat.10067.jpg,False
/Users/rob/Downloads/train/cat.10068.jpg,False
/Users/rob/Downloads/train/cat.10069.jpg,False
/Users/rob/Downloads/train/cat.1007.jpg,False
/Users/rob/Downloads/train/cat.10070.jpg,False
/Users/rob/Downloads/train/cat.10071.jpg,False
/Users/rob/Downloads/train/cat.10072.jpg,False
/Users/rob/Downloads/train/cat.10073.jpg,False
/Users/rob/Downloads/train/cat.10074.jpg,False
/Users/rob/Downloads/train/cat.10075.jpg,False
/Users/rob/Downloads/train/cat.10076.jpg,False
/Users/rob/Downloads/train/cat.10077.jpg,False
/Users/rob/Downloads/train/cat.10078.jpg,False
/Users/rob/Downloads/train/cat.10079.jpg,False
/Users/rob/Downloads/train/cat.1008.jpg,False
/Users/rob/Downloads/train/cat.10080.jpg,False
/Users/rob/Downloads/train/cat.10081.jpg,False
/Users/rob/Downloads/train/cat.10082.jpg,False
/Users/rob/Downloads/train/cat.10083.jpg,False
/Users/rob/Downloads/train/cat.10084.jpg,False
/Users/rob/Downloads/train/cat.10085.jpg,False
/Users/rob/Downloads/train/cat.10086.jpg,False
/Users/rob/Downloads/train/cat.10087.jpg,False
/Users/rob/Downloads/train/cat.10088.jpg,False
/Users/rob/Downloads/train/cat.10089.jpg,False
/Users/rob/Downloads/train/cat.1009.jpg,False
/Users/rob/Downloads/train/cat.10090.jpg,False
/Users/rob/Downloads/train/cat.10091.jpg,False
/Users/rob/Downloads/train/cat.10092.jpg,False
/Users/rob/Downloads/train/cat.10093.jpg,False
/Users/rob/Downloads/train/cat.10094.jpg,False
/Users/rob/Downloads/train/cat.10095.jpg,False
/Users/rob/Downloads/train/cat.10096.jpg,False
/Users/rob/Downloads/train/cat.10097.jpg,False
/Users/rob/Downloads/train/cat.10098.jpg,False
/Users/rob/Downloads/train/cat.10099.jpg,False
/Users/rob/Downloads/train/cat.101.jpg,False
/Users/rob/Downloads/train/cat.1010.jpg,False
/Users/rob/Downloads/train/cat.10100.jpg,False
/Users/rob/Downloads/train/cat.10101.jpg,False
/Users/rob/Downloads/train/cat.10102.jpg,False
